0.54,0.43,202.2222217,144674,16,406312,4.52,8,0,63.904297,73.378906,60.520508,65.93457,39.567261,44.14856,39.096497,39.436249
0.62,0.66,192.1568623,163243,20,499919,4.49,10,0,65.257812,75.40918,61.874023,67.288086,40.846436,46.3125,40.312866,40.75708
0.72,0.76,186.3247859,177086,24,596889,4.47,12,0,67.288086,80.146484,63.227539,68.641602,42.331696,49.826294,41.543701,41.990845
0.22,0.19,215.9999995,58669,4,121068,4.72,2,0,56.459961,63.227539,54.429688,57.813477,31.857697,34.258301,31.740601,31.557129
0.27,0.24,207.8431367,63558,6,164835,4.75,3,0,59.166992,67.288086,56.459961,60.520508,34.856873,38.399414,34.988525,34.769531
0.35,0.32,193.7777773,92425,8,237942,4.59,4,0,61.874023,70.671875,59.166992,63.227539,37.531128,41.310425,37.406433,37.549347
0.4,0.31,201.7094012,92871,10,266752,4.62,5,0,58.490234,66.611328,55.783203,60.520508,35.096375,38.324707,34.227905,35.147461
0.49,0.36,195.0617279,120422,12,356206,4.49,6,0,60.520508,69.318359,57.136719,61.874023,35.952393,40.125,35.351807,35.885925
0.53,0.41,185.8585854,125821,14,382630,4.51,7,0,60.520508,68.641602,57.136719,61.874023,36.51709,40.035004,35.317749,35.748962
0.15,0.29,247.2222216,40830,8,67141,5.36,4,64,54.429688,61.197266,53.076172,56.459961,31.05835,33.209473,30.819946,31.005249
0.16,0.27,249.2753617,46302,8,85722,5.36,4,128,57.136719,63.227539,55.106445,58.490234,33.004761,35.216583,32.880981,32.580688
0.19,0.4,239.3939387,68921,8,159758,5.33,4,384,58.490234,65.257812,56.459961,59.166992,35.952393,38.68158,36.421875,36.605896
0.23,0.38,226.9005842,78879,8,195100,5.26,4,512,66.611328,74.732422,65.93457,69.318359,44.777527,49.216187,44.893158,45.552246
0.32,0.59,153.9682536,123366,8,343166,5.07,4,1024,76.762695,88.944336,74.055664,78.792969,51.825806,58.817505,50.814331,51.763916
0.15,0.2,247.619047,40520,4,63091,5.34,2,0,53.75293,59.84375,51.045898,55.106445,29.784119,31.999512,29.664185,29.66748
0.17,0.22,207.9999995,45951,8,75172,5.23,4,0,55.106445,61.874023,52.399414,56.459961,30.726654,32.940674,30.483398,30.745789
0.19,0.26,219.4444439,57898,16,98557,5.11,8,0,58.490234,65.93457,55.783203,59.84375,34.668457,37.19751,34.326782,34.219208
